Code,Date,Name,Open,High,Low,Close,Volume,TurnoverValue,VWAP
7532,2026-02-24,パンパシHD,1016.0,1034.0,1008.5,1023.5,11250200.0,11520062250.0,1023.9873291141491
9506,2026-02-24,東北電,1305.0,1307.0,1276.0,1294.0,2746400.0,3561459400.0,1296.7737401689485
